,word,x0,x1
231,because,0.45286345,-0.032001816
232,your,-0.11842601,0.0007027095
233,students,0.071708165,0.038468577
234,saudi,-0.06117472,-0.052407622
235,going,-0.16078016,-0.011967646
236,antitrump,-0.53652763,0.008021414
237,world,0.46975705,0.009294891
238,warns,-0.65435046,-0.025136938
239,turkey,-0.07743492,0.0041873986
240,refugees,-0.21072905,-0.013719267
241,got,-0.1350904,-0.0017994607
242,details,-0.4891556,-0.0077479277
243,takes,-0.22253835,0.008292608
244,panel,0.009063836,-0.05597735
245,opposition,-0.24651398,-0.04987876
246,big,-0.24092393,0.03969147
247,asks,-0.41944122,-0.09603663
248,killed,0.1499742,0.011086474
249,travel,0.7397,-0.0108087305
250,texas,0.3955392,-0.015689537
251,room,1.1344141,-0.047935687
252,group,-0.075559214,-0.018490123
253,conservative,0.65872616,-0.04139238
254,win,0.21495786,0.01903662
255,while,-0.115606375,-0.035425466
256,ted,-0.19090997,0.02865758
257,most,-0.57654065,-0.036537327
258,hilarious,-0.24759088,-0.014060554
259,gives,0.046808086,-0.024448756
260,defense,0.18021037,0.053794164
261,administration,0.7594782,0.027672008
262,death,0.25006697,-0.02137162
263,climate,-0.36698312,0.03635535
264,candidate,-0.65194964,0.01124327
265,ties,0.45716423,-0.009508472
266,sources,0.36217543,0.014543795
267,before,-0.041563638,-0.035438173
268,we,0.16956848,0.022644278
269,supporter,-0.6715264,0.027075391
270,old,-0.37673435,0.03872467
271,department,0.23622414,-0.035748042
272,plans,-0.6262216,0.036421333
273,did,0.15227622,0.033607427
274,democratic,0.40150142,-0.009373204
275,protesters,0.04439548,-0.03261286
276,case,-0.22222573,0.0276996
277,voters,-0.18946624,-0.13122788
278,still,-0.39536476,0.027329922
279,secretary,-0.3260101,0.0018379203
280,right,-0.47300357,0.014780396
281,officials,-0.13075998,-0.052895416
282,move,0.70930904,0.013575248
283,immigration,-0.053526506,0.06869293
284,head,-1.517699,0.042118113
285,emails,-0.01535539,-0.005060717
286,email,0.23986451,0.02874309
287,arrested,-0.16550665,0.025708208
288,years,-0.4066215,0.0857144
289,tillerson,-0.23159936,0.039518088
290,should,-0.08797338,-0.041392814
291,here’s,-0.26535133,-0.01765031
292,fake,0.11063506,0.0241098
293,air,0.04439816,0.06622205
294,wall,0.13746193,0.047478218
295,really,-0.1617596,0.057898607
296,major,-0.2242184,0.002547368
297,iraq,0.09769288,0.010794292
298,aid,-0.067853086,0.016644426
299,work,0.32151774,0.03689531
300,way,0.22846559,0.029489737
301,reporter,-0.1517781,-0.0069144918
302,reason,-0.56466424,-0.043771453
303,mayor,-0.09916289,0.0429663
304,leftist,-0.73843765,0.02661663
305,left,-0.29053104,-0.06391568
306,free,0.20662493,-0.0021386673
307,but,-0.37476924,0.04303367
308,pick,-0.6364602,-0.038961787
309,interview,0.22910863,0.03290632
310,comey,-0.2416719,-0.019170407
311,money,-0.08584833,0.0071164775
312,john,0.35749352,0.018685794
313,huge,0.39070666,-0.018729236
314,end,0.2591912,0.019271182
315,cops,0.055222336,0.055685654
316,city,-0.11529856,-0.00092352525
317,caught,-0.22017607,-0.023408197
318,shocking,-0.18780823,-0.01193742
319,seeks,0.7813934,-0.006041147
320,rules,-0.32585338,-0.07453271
321,myanmar,-0.0057379124,-0.062236454
322,i,0.33816007,-0.01904382
323,give,-0.018134063,0.034314256
324,than,0.46346122,0.02549233
325,justice,0.27949122,0.04705801
326,general,0.14010893,-0.03860365
327,washington,0.2574014,0.048371494
328,use,0.07275386,0.015050719
329,kill,0.20205256,-0.028010003
330,reform,0.5175862,0.11687858
331,open,-0.57432085,-0.046339516
332,made,0.6395676,0.0055464343
333,live,0.51535636,0.056511242
334,secret,-0.06646738,-0.0032510504
335,presidency,-0.16700238,-0.046636503
336,ahead,-0.0411032,-0.014055886
337,press,0.74287146,0.045908775
338,exclusive,-0.09860506,-0.026718194
339,director,0.18055944,0.018068388
340,business,0.050115675,0.048184976
341,only,0.23768064,-0.022772085
342,office,-0.3273581,-0.057756577
343,federal,0.24865484,0.025567334
344,do,0.13887644,0.016622303
345,can’t,0.21980481,0.026965022
346,violence,-0.023705428,0.040522706
347,truth,-0.21467532,-0.03830536
348,paul,-0.2628249,0.03671862
349,high,-0.121713705,0.07068389
350,said,-0.098832175,0.063519694
351,run,-0.23265567,-0.025763858
352,george,-0.29959008,0.08227987
353,year,0.10462689,-0.035636853
354,sexual,0.017836332,0.08890787
355,lives,0.01725737,-0.023866318
356,list,0.029066598,-0.055515368
357,boiler,0.07186813,-0.0659734
358,last,-0.46784365,-0.026201734
359,home,-0.42714733,0.011099115
360,dnc,-0.3599514,-0.023699317
361,conservatives,0.16924718,-0.010410762
362,social,0.044169057,0.0817339
363,push,0.14994581,0.062053904
364,own,-0.3579417,-0.082443446
365,now,0.036907207,-0.010877404
366,need,0.06270665,-0.010423795
367,merkel,-0.42046955,-0.05677145
368,lie,0.3548975,-0.0014813334
369,lawyer,0.18596852,-0.07198987
370,investigation,0.30398202,-0.02772631
371,germany,-0.33324963,-0.020158358
372,florida,0.55281115,-0.014689804
373,threatens,0.15723015,-0.015546399
374,family,0.123725265,0.02210985
375,dead,-0.085931234,0.01515609
376,change,-0.08190743,-0.008581783
377,york,0.11888917,-0.05225881
378,speaker,-0.028415298,0.012404681
379,nominee,-0.2796937,-0.020580888
380,lawmaker,-0.21712542,-0.007529175
381,key,-0.3501391,-0.053556778
382,image,0.15116645,-0.10002698
383,health,-0.6489946,0.008107832
384,coalition,-0.09699772,-0.033976328
385,threat,-0.29935548,-0.0074184067
386,shooting,-0.18788017,0.046821706
387,protest,-0.9583543,-0.024981966
388,order,-0.13004555,-0.02928548
389,college,0.09080246,0.011605438
390,britain,0.030576564,-0.020123197
391,boom,-0.31773996,0.04275983
392,army,-0.13078284,-0.017022464
393,tv,0.22825176,0.015133092
394,puerto,-0.03295834,0.017385399
395,fire,-0.34281603,0.058690157
396,another,-0.28006214,-0.005178848
397,voter,-0.30436218,-0.0370603
398,lies,0.11619842,0.035473604
399,isis,0.30212528,-0.033113092
400,times,0.056498166,0.01983859
401,team,-0.04409915,-0.0492257
402,muslims,0.08541313,0.056871332
403,job,-0.16843435,0.0044738576
404,destroys,-0.03892338,0.070226714
405,told,0.14818518,-0.05379856
406,rohingya,-0.48207307,0.034579713
407,post,0.64727855,-0.02973243
408,japan,0.122305386,0.040673327
409,forces,-0.033866882,-0.025076918
410,force,-0.33840117,0.03202879
411,flag,-0.015017902,0.004464897
412,ever,0.7398069,-0.029974895
413,ep,-1.8099849,-0.00035125617
414,decision,-0.2312888,0.0052894005
415,billion,0.30759647,0.05445191
416,ready,0.0892375,-0.016911622
417,jerusalem,0.10999337,-0.0053923978
418,face,0.01870545,-0.011418468
419,control,-0.0914813,-0.03725001
420,senators,0.27011034,-0.0010362829
421,release,-0.03137734,0.021506375
422,message,0.4888202,-0.00778388
423,bomb,-0.26277396,0.05867107
424,bid,0.22404848,-0.028517062
425,adviser,-0.106326126,-0.05886235
426,2016,-0.06837115,0.010857117
427,peace,0.048861403,-0.07522307
428,never,0.17591666,-0.03037612
429,lol,0.09623669,-0.0020029366
430,great,-1.1616174,0.035771746
431,blasts,-1.5397857,0.0045369505
432,attorney,0.5091763,0.00994514
433,again,-0.33684584,0.021819977
434,trying,-0.29399702,0.03978201
435,statement,0.28223473,-0.034011435
436,pence,0.19322012,-0.083991654
437,mccain,0.1854477,-0.020625958
438,macron,0.3076886,0.019090379
439,keep,-0.20045966,0.039502267
440,intelligence,-0.2404782,0.0010278623
441,independence,0.07877152,-0.022915224
442,france,0.02560231,0.00675394
443,discuss,-0.2636709,0.04357151
444,terror,0.31863597,0.041728765
445,rico,0.031715665,-0.02432581
446,power,0.16459109,0.0148119135
447,or,0.059622504,-0.052378923
448,funding,-0.110819735,-0.0056546815
449,cut,-0.069385655,0.03826942
450,busted,-0.48338562,0.010257438
451,amid,-0.5808276,0.018632852
452,week,-0.1489861,-0.008341103
453,terrorists,0.040004592,-0.030556882
454,legal,0.6735272,0.026228251
455,kremlin,0.12282631,-0.07796863
456,jobs,-0.068284534,0.016710764
457,hate,0.3103561,0.009178469
458,had,-0.14676413,-0.0008467051
459,chair,-0.031624045,0.032694824
460,british,0.4465871,0.023685757
461,know,0.20039973,0.04786159
462,doesn’t,0.30362728,0.03766968
463,cuba,-0.27911505,0.084453546
464,cop,-1.1536425,-0.02889952
465,behind,0.05969931,0.04169367
466,votes,0.016776826,-0.028760523
467,story,0.39930207,0.0064358604
468,ruling,0.17395219,-0.0029462965
469,rep,0.50412273,-0.00069694815
470,parliament,-0.23776399,-0.014512136
471,korean,0.17355439,-0.07354717
472,even,-0.65409327,-0.0060919053
473,catalan,0.62976956,0.011927101
474,california,-0.67338943,0.05279959
475,bombshell,0.4210106,0.010101148
476,bad,-0.07357547,0.0491657
477,backs,0.10329692,0.011367737
478,asked,0.38313895,-0.011930463
479,ad,0.12929012,0.009275676
480,sean,-0.31236583,-0.04181914
481,scandal,0.03337157,0.019494241
482,agency,-0.07482926,0.06959435
483,violent,-0.45832813,0.0029254379
484,using,-0.30539784,-0.045749865
485,under,-0.51374656,0.03302662
486,tries,-0.37585485,0.025818374
487,seek,-0.10532707,-0.038223293
488,protests,0.09486794,0.03967547
489,msnbc,-0.1967846,-0.073001064
490,lead,0.05932475,-0.061354473
491,iraqi,0.24151474,0.010369045
492,himself,0.25771028,-0.02486435
493,fired,-0.6020347,-0.11629849
494,voting,0.010641513,-0.04906639
495,set,0.2828243,0.05751922
496,latest,0.0012119394,0.023015605
497,best,-0.22899479,-0.0067931134
498,aide,-0.43115357,0.03655395
499,were,0.15893784,-0.0098029915
500,kids,-0.13052824,-0.013189828
501,israel,0.1726751,-0.028417075
502,cia,-0.27116516,-0.019770151
503,terrorist,0.49373683,-0.004527914
504,special,-0.18587007,0.022930777
505,source,0.6788253,0.03756263
506,refugee,0.0695698,-0.034441385
507,radical,-0.27132654,-0.09082885
508,nfl,0.25460762,-0.026945168
509,bush,0.20135707,-0.04764402
510,benghazi,0.70102304,-0.021543082
511,used,-0.027796874,-0.061066836
512,slams,-0.40773264,-0.025713814
513,rule,0.06959912,0.062108003
514,michelle,0.38738105,0.016330712
515,march,-0.40333924,-0.0284815
516,full,-0.08856061,-0.022694074
517,defends,0.18215866,-0.044208877
518,dc,-1.3228699,-0.036605127
519,young,0.12711978,-0.00022244715
520,sign,-0.4403774,-0.03614562
521,reports,-0.13048877,0.059842627
522,hit,0.99484456,-0.03280095
523,didn’t,0.26074404,-0.049559593
524,chinas,-0.043363832,-0.014717354
525,charges,-0.6612631,0.007571937
526,called,0.022152271,0.042116866
527,service,0.08614785,0.016240763
528,public,0.44081843,0.049151063
529,inauguration,0.42077574,-0.023678266
530,destroy,0.36317816,0.08989645
531,congressman,0.12335588,-0.0077363737
532,comments,-0.18282296,-0.015931047
533,clinton’s,-0.21100311,0.00024372627
534,admits,0.3973133,-0.044926845
535,very,-0.35463363,-0.019231897
536,three,-0.03421087,0.0044671907
537,thing,-0.016807547,0.0094575165
538,shut,0.09631339,-0.0069427257
539,reveals,-0.37863564,-0.04314353
540,real,0.018365161,0.09218134
541,orders,0.4183758,-0.045181353
542,nyc,1.3524016e-05,0.0430728
543,london,0.7401741,0.07584629
544,hurricane,-0.28175735,0.0813051
545,good,0.9915259,-0.061650325
546,despite,-0.03451206,-0.041047007
547,brutal,0.31199434,-0.020440111
548,audio,0.19317126,-0.03470617
549,“the,-0.7692751,0.054659974
550,yet,-0.3201777,-0.0012733244
551,tell,0.45944136,-0.04906195
552,start,-0.5354971,-0.077930555
553,seen,-0.29408514,-0.002774538
554,review,0.048915002,-0.048510753
555,released,-0.0009448216,-0.09060908
556,pay,-0.18363805,0.06863032
557,missile,-0.6268305,0.06896731
558,likely,0.50466543,-0.04343641
559,internet,0.08999314,0.04069037
560,found,-0.66811246,-0.049992852
561,claim,-0.13859046,-0.055715106
562,children,-0.09114263,0.023224251
563,chicago,0.4943441,0.096529335
564,believe,0.30167326,0.009122671
565,arrest,0.35456374,-0.0011722624
566,announces,-0.045009304,-0.038351767
567,wins,0.0792508,-0.012626002
568,turkish,-0.70916146,-0.019076642
569,questions,0.24946311,0.05240937
570,needs,-0.28274208,-0.00597164
571,men,-0.15332958,0.019925058
572,matter,-0.14000434,-0.042691533
573,kurdish,0.06966613,-0.06899848
574,images,1.0288969,0.053251833
575,flynn,0.063740045,0.071662456
576,does,-0.02204653,-0.08021513
577,away,0.26696366,-0.009472621
578,3,-0.11882116,-0.01905006
579,victims,-0.13958167,0.052543603
580,transgender,0.326345,-0.04240345
581,spokesman,0.05666569,-0.026633399
582,son,-0.22006817,0.10104825
583,rubio,0.2016512,0.022955088
584,repeal,-0.74029577,0.061301816
585,rejects,0.76515114,-0.020836338
586,near,-0.24457651,-0.04041145
587,ivanka,-0.2363872,0.038238607
588,french,0.32072252,-0.03534387
589,final,0.15610677,-0.0045597935
590,facebook,0.23444287,0.002971812
591,cuts,-0.32496977,0.008937225
592,been,-0.121401384,-0.03312491
593,assault,-0.28685156,-0.08305552
594,al,-0.11761784,0.021974036
595,wife,-0.89847964,-0.007386501
596,vows,0.8816419,-0.07083826
597,venezuela,-0.097463265,-0.0016043155
598,stunning,-0.8314316,0.0006814378
599,sex,-0.24912326,0.064920105
600,issues,-0.027589899,-0.01842324
601,hold,-0.09388085,0.02449127
602,gave,0.6010273,0.03338297
603,fraud,-0.3706798,0.09822998
604,epic,0.266085,0.020901928
605,“i,-0.08468382,-0.060838345
606,these,0.115121774,0.042546477
607,saying,-0.55095613,0.063096404
608,refuses,0.3287185,0.0050833584
609,proves,-0.18879315,0.01853533
610,ny,0.080769174,0.071285814
611,king,-0.3521156,-0.0024426526
612,hollywood,0.6992702,-0.0639777
613,hack,-0.35543025,-0.0222721
614,girl,0.1135995,-0.04174948
615,dem,0.080487706,0.008741868
616,barack,0.012338073,-0.04700316
617,ambassador,0.09078734,-0.09734342
618,action,0.13966832,0.021430418
619,warren,-0.006652291,-0.008813648
620,trip,-0.25730306,-0.037795052
621,rant,-0.040122684,-0.05552508
622,program,0.17141494,-0.021011634
623,jr,-0.30591172,-0.04245613
624,joe,-0.17965354,-0.06381906
625,days,-0.5878249,0.0045835692
626,awesome,0.28623912,0.0519046
627,act,-0.21683227,0.030633792
628,“we,0.15725827,0.0003434235
629,target,-0.5071667,0.0010217199
630,street,-0.5418715,0.0011474548
631,shot,-0.9745954,-0.03523507
632,senior,0.19924495,0.0553031
633,rips,-0.17773677,0.004815898
634,possible,0.12459748,0.031407833
635,passes,-0.09364704,0.04194192
636,moore,-0.17587781,-0.04695413
637,mcconnell,0.65821284,-0.08880998
638,look,0.35557362,0.05563974
639,leave,-0.4433981,-0.035142787
640,kills,-1.1651708,0.06402492
641,hilariously,0.25317773,0.02203399
642,every,0.31390908,0.037725944
643,erdogan,-0.25033072,0.05976489
644,drops,0.33563828,0.031143589
645,debt,0.12270029,-0.005604275
646,committee,-0.6539025,0.02632356
647,citizens,-0.38951683,0.013205275
648,united,-0.34144235,-0.07733904
649,strike,0.09283427,0.027291568
650,role,-0.2757172,0.06282295
651,question,-0.55556047,-0.01635347
652,pope,-0.2117694,-0.0033866367
653,little,-0.13474767,-0.04442927
654,executive,0.35990718,-0.028676575
655,criminal,0.14142253,-0.024033897
656,convention,-0.5937137,-0.058152184
657,spain,-0.047131844,0.020334655
658,sees,0.24170743,0.036540046
659,sarah,-0.05015255,-0.044913948
660,running,-0.6417474,0.037847307
661,pressure,-0.4133668,0.0041746483
662,massive,0.21029197,0.043984238
663,making,-0.07466025,0.005887878
664,least,0.014687624,-0.031693317
665,kellyanne,0.43966308,-0.0050716987
666,jail,-1.1516532,-0.009400103
667,immigrants,0.095723145,0.008392707
668,hits,-0.027917465,-0.03603965
669,hell,0.09051464,-0.12813307
670,groups,0.34137434,0.058166847
671,forced,0.3463849,0.030435631
672,five,-0.7624982,0.020284755
673,disgusting,0.10666845,-0.067234226
674,demands,0.17656834,0.026743555
675,calling,-0.21591088,-0.03213532
676,break,0.48898667,0.027185703
677,battle,0.48530415,0.016720356
678,approves,-0.42277548,0.00814402
679,angry,-0.042118676,-0.014920794
680,too,0.0011646401,-0.026096482
681,threats,0.13958748,-0.019117335
682,strikes,-0.31819972,0.011772853
683,second,-0.24494258,-0.0330405
684,russias,0.37201867,0.0030467133
685,return,0.3831766,0.031739797
686,puts,-1.5384312,0.065190956
687,offers,-0.50976366,0.002063324
688,nato,0.083348334,0.041874416
689,much,0.220146,0.026246592
690,middle,0.1848884,-0.035995457
691,let,-0.5274284,0.01216753
692,exposes,-0.14541715,0.024218032
693,elections,-0.45062155,0.051342353
694,chris,0.8010085,0.051723443
695,catalonia,0.25451526,0.032660298
696,working,-0.15795825,0.016286949
697,workers,0.090841815,-0.0017007882
698,water,-0.07362963,-0.02722082
699,uses,0.14249274,-0.079873756
700,think,0.32178643,0.045889955
701,pentagon,0.6422932,0.0023246845
702,female,0.36796966,0.062770925
703,energy,0.23746875,-0.043290425
704,east,0.23018499,-0.019811278
705,crooked,0.006240276,-0.0048076897
706,blames,-0.061704516,-0.0378213
707,biden,-0.07604917,-0.07529655
708,ben,-0.3739191,0.04603212
709,agenda,0.07972597,0.03880481
710,5,0.1610959,0.0801941
711,1,0.20299172,0.058295954
712,thinks,0.42607397,0.03600475
713,test,0.19103421,-0.027872674
714,suspected,-0.35877424,-0.065430894
715,summit,0.20262258,-0.026217444
716,star,-0.27673256,-0.08712681
717,sessions,0.060843505,0.014583017
718,rape,0.02434826,-0.041240346
719,paris,0.28426248,-0.055523567
720,murder,0.291612,0.001310036
721,mike,0.1514264,-0.03296572
722,migrants,-0.14200008,0.037423532
723,member,0.05575472,0.07926213
724,liberals,-0.39387286,-0.009375722
725,hard,-0.47776476,-0.02240599
726,envoy,0.3812908,-0.07586487
727,corruption,0.18916261,-0.009700369
728,conway,0.24564843,0.0393232
729,ceo,0.18421778,-0.077095166
730,whoa,0.07722983,0.0031367573
731,warning,-0.12981158,0.010660149
732,vp,-0.057116434,-0.015742848
733,university,-0.4404244,0.0029146168
734,releases,-0.049859993,-0.021663193
735,pelosi,-0.010406942,0.034481768
736,navy,0.2740041,-0.028516017
737,manager,1.046152,0.011017027
738,issue,0.38433504,0.05726651
739,friday,0.059535515,-0.008957746
740,epa,-0.4545063,0.04993864
741,effort,-1.1989728,0.0848576
742,country,-0.0045084837,0.024913156
743,activists,0.42460576,-0.080443904
744,accuses,0.17744386,-0.043859843
745,2018,0.26778644,0.030384585
746,10,0.1569458,0.015127297
747,wikileaks,0.051162522,-0.03504667
748,they’re,0.8472358,0.0035924087
749,spicer,-0.3067208,0.028230945
750,put,-0.5428239,-0.0039682672
751,protect,0.05952903,-0.030341327
752,planned,0.0351397,-0.044827867
753,perfect,-0.048265368,-0.023791961
754,loses,0.076293945,0.046612646
755,labor,0.15777746,0.020377893
756,hacking,-0.22144705,0.05770487
757,future,-0.61866456,0.021305671
758,four,-0.39604136,0.032111626
759,find,-0.19930144,-0.013993236
760,finally,1.3124372,0.02176091
761,crowd,0.3441543,-0.030841818
762,chairman,0.34574082,0.022211812
763,announcement,-0.09592445,-0.015053883
764,abortion,-0.13291511,-0.03673035
765,xi,-0.0298106,0.010725618
766,without,0.41375726,0.036785845
767,victory,-0.021891175,0.0039945515
768,turn,0.09568178,-0.0696955
769,trial,0.6137482,0.0073097385
770,town,-0.03631237,-0.015769117
771,spending,-0.31910613,-0.028058754
772,schools,-0.41038564,0.03949307
773,private,-0.14861055,-0.06038809
774,michael,-0.93326676,-0.033592105
